PeakID (cmd=annotatePeaks.pl 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5302	chr7	75659279	75659328	+	13	NA	intron (NM_016086, intron 2 of 8)	MER1A|DNA|hAT-Charlie	18018	NM_016086	51657	Hs.11615	NM_016086	ENSG00000127952	STYXL1	DUSP24|MK-STYX	serine/threonine/tyrosine interacting-like 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3839	chr3	43407971	43408020	+	13	NA	3' UTR (NM_001204834, exon 12 of 12)	3' UTR (NM_001204834, exon 12 of 12)	-14541	NR_046757	100873954	Hs.600984	NR_046757		SNRK-AS1	-	SNRK antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6397	chrX	11129453	11129502	+	13	NA	5' UTR (NM_005333, exon 1 of 7)	promoter-TSS (NM_005333)	71	NM_001171991	3052	Hs.211571	NM_005333	ENSG00000004961	HCCS	CCHL|LSDMCA1|MCOPS7|MLS	holocytochrome c synthase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1112	chr11	68542839	68542888	+	13	NA	exon (NM_001031847, exon 13 of 19)	exon (NM_001031847, exon 13 of 19)	-23875	NM_001039656	9633	Hs.145932	NM_004923	ENSG00000132749	MTL5	CXCDC2|MTLT|TESMIN	metallothionein-like 5, testis-specific (tesmin)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1811	chr14	81346303	81346352	+	13	NA	intron (NM_152446, intron 7 of 23)	L1MA2|LINE|L1	59557	NM_152446	145508	Hs.162889	NM_152446	ENSG00000100629	CEP128	C14orf145|C14orf61|LEDP/132	centrosomal protein 128kDa	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6204	chr9	100844552	100844601	+	13	NA	intron (NM_018946, intron 5 of 5)	intron (NM_018946, intron 5 of 5)	25617	NM_018946	54187	Hs.522310	NM_018946	ENSG00000095380	NANS	HEL-S-100|SAS	N-acetylneuraminic acid synthase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3918	chr3	65404251	65404300	+	13	NA	intron (NM_015520, intron 12 of 24)	L2a|LINE|L2	-475216	NR_046575	100873983	Hs.663889	NR_046575	ENSG00000240175	MAGI1-AS1	-	MAGI1 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4745	chr5	14280494	14280573	+	13	NA	exon (NM_007118, exon 3 of 57)	exon (NM_007118, exon 3 of 57)	136704	NM_007118	7204	Hs.130031	NM_007118	ENSG00000038382	TRIO	ARHGEF23|tgat	trio Rho guanine nucleotide exchange factor	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_398	chr1	153700569	153700633	+	13	NA	5' UTR (NM_023015, exon 1 of 30)	promoter-TSS (NM_023015)	34	NM_023015	65123	Hs.516522	NM_023015	ENSG00000143624	INTS3	C1orf193|C1orf60|INT3|SOSS-A|SOSSA	integrator complex subunit 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2763	chr17	70117161	70117210	+	13	NA	5' UTR (NM_000346, exon 1 of 3)	promoter-TSS (NR_103737)	24	NM_000346	6662	Hs.647409	NM_000346	ENSG00000125398	SOX9	CMD1|CMPD1|SRA1|SRXX2|SRXY10	SRY box 9	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1907	chr14	67123811	67123860	+	13	NA	intron (NM_001024218, intron 1 of 21)	Tigger1|DNA|TcMar-Tigger	149710	NM_020806	10243	Hs.208765	NM_020806	ENSG00000171723	GPHN	GEPH|GPH|GPHRYN|HKPX1|MOCODC	gephyrin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_348	chr1	120602118	120602167	+	13	NA	intron (NM_001200001, intron 1 of 21)	intron (NM_001200001, intron 1 of 21)	10175	NM_001200001	4853	Hs.487360	NM_024408	ENSG00000134250	NOTCH2	AGS2|HJCYS|hN2	notch 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3960	chr3	113367287	113367336	+	13	NA	non-coding (NR_111981, exon 7 of 7)	TTS (NR_111981)	48182	NR_111981	205717	Hs.632570	NM_001009899	ENSG00000176542	USF3	KIAA2018	upstream transcription factor family member 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3166	chr19	41700483	41700580	+	13	NA	exon (NM_030622, exon 2 of 9)	exon (NM_030622, exon 2 of 9)	1419	NM_030622	29785	Hs.98370	NM_030622	ENSG00000167600	CYP2S1	CYPIIS1	cytochrome P450, family 2, subfamily S, polypeptide 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4164	chr3	10168278	10168378	+	13	NA	3' UTR (NM_018462, exon 3 of 3)	3' UTR (NM_018462, exon 3 of 3)	10995	NM_018462	55845	Hs.649307	NM_018462	ENSG00000254999	BRK1	C3orf10|HSPC300|MDS027|hHBrk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3580	chr2	162227806	162227855	+	13	NA	exon (NM_005805, exon 7 of 12)	exon (NM_005805, exon 7 of 12)	-44790	NM_006593	10716	Hs.210862	NM_006593		TBR1	TBR-1|TES-56	T-box, brain, 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2565	chr17	27778625	27778724	+	13	NA	exon (NM_020791, exon 2 of 20)	exon (NM_020791, exon 2 of 20)	60731	NM_020791	57551	Hs.597434	NM_020791	ENSG00000160551	TAOK1	KFC-B|MAP3K16|MARKK|PSK-2|PSK2|TAO1|hKFC-B|hTAOK1	TAO kinase 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_791	chr10	89714644	89714693	+	13	NA	intron (NM_001304718, intron 6 of 8)	intron (NM_001304718, intron 6 of 8)	91473	NM_000314	5728	Hs.500466	NM_000314	ENSG00000171862	PTEN	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	phosphatase and tensin homolog	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5759	chr9	11007854	11007903	+	13	NA	Intergenic--7860	L1MA3|LINE|L1	394672	NR_110696	101929428	Hs.434446	NR_110696	ENSG00000226717	PTPRD-AS2	-	PTPRD antisense RNA 2 (head to head)	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4976	chr6	82880986	82881035	+	13	NA	3' UTR (NM_015525, exon 29 of 29)	3' UTR (NM_015525, exon 29 of 29)	76461	NM_001300906	25998	Hs.306425	NM_015525	ENSG00000005700	IBTK	BTBD26|BTKI	inhibitor of Bruton agammaglobulinemia tyrosine kinase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5397	chr7	111387285	111387334	+	13	NA	intron (NM_014705, intron 42 of 51)	intron (NM_014705, intron 42 of 51)	-61252	NR_103806	100506413	Hs.677513	NR_103806	ENSG00000225572	DOCK4-AS1	-	DOCK4 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_764	chr10	75914900	75914949	+	13	NA	intron (NM_006721, intron 1 of 10)	intron (NM_006721, intron 1 of 10)	3981	NM_001202450	132	Hs.656586	NM_001123	ENSG00000156110	ADK	AK	adenosine kinase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5769	chr7	132990812	132990861	+	13	NA	intron (NM_001037126, intron 4 of 9)	intron (NM_001037126, intron 4 of 9)	15201	NR_106749	102465139		NR_106749	ENSG00000276137	MIR6133	hsa-mir-6133	microRNA 6133	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1912	chr14	68420529	68420619	+	13	NA	intron (NM_133510, intron 7 of 10)	L2b|LINE|L2	134078	NM_133509	5890	Hs.172587	NM_002877	ENSG00000182185	RAD51B	R51H2|RAD51L1|REC2	RAD51 paralog B	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3743	chr22	41166422	41166505	+	13	NA	non-coding (NR_104236, exon 8 of 8)	non-coding (NR_104236, exon 8 of 8)	43499	NR_039923	100616283		NR_039923	ENSG00000266594	MIR4766	mir-4766	microRNA 4766	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1977	chr15	64099570	64099619	+	13	NA	intron (NM_003922, intron 1 of 77)	LTR33|LTR|ERVL	26553	NM_003922	8925	Hs.210385	NM_003922	ENSG00000103657	HERC1	p532|p619	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3754	chr2	232107500	232107549	+	13	NA	intron (NM_001291656, intron 9 of 20)	L4|LINE|RTE	36611	NM_001271466	80210	Hs.162411	NM_025139	ENSG00000135931	ARMC9	ARM|KU-MEL-1|NS21	armadillo repeat containing 9	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4901	chr5	96315528	96315607	+	13	NA	exon (NM_175920, exon 2 of 18)	exon (NM_175920, exon 2 of 18)	21411	NM_175920	4012	Hs.527199	NM_005575	ENSG00000113441	LNPEP	CAP|IRAP|P-LAP|PLAP	leucyl/cystinyl aminopeptidase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3067	chr2	15588326	15588375	+	13	NA	intron (NR_052013, intron 21 of 50)	intron (NR_052013, intron 21 of 50)	113122	NM_015909	51594	Hs.467759	NM_015909	ENSG00000151779	NBAS	NAG|SOPH	neuroblastoma amplified sequence	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4042	chr22	18199910	18199959	+	13	NA	intron (NM_001270733, intron 1 of 1)	L2c|LINE|L2	10510	NM_001270733	23786	Hs.631672	NM_015367	ENSG00000099968	BCL2L13	BCL-RAMBO|Bcl2-L-13|MIL1	BCL2-like 13 (apoptosis facilitator)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4947	chr5	130540749	130540798	+	13	NA	non-coding (NR_121658, exon 3 of 3)	non-coding (NR_121658, exon 3 of 3)	34166	NM_181705	90624	Hs.115467	NM_181705	ENSG00000186687	LYRM7	C5orf31|MC3DN8|MZM1L	LYR motif containing 7	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6155	chr9	72946798	72946847	+	13	NA	intron (NM_015110, intron 17 of 24)	L1ME2|LINE|L1	72944	NM_015110	23137	Hs.534189	NM_015110	ENSG00000198887	SMC5	SMC5L1	structural maintenance of chromosomes 5	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1711	chr14	34988187	34988236	+	13	NA	intron (NM_018453, intron 5 of 5)	MSTA|LTR|ERVL-MaLR	20732	NM_018453	55837	Hs.433269	NM_018453	ENSG00000129518	EAPP	BM036|C14orf11	E2F-associated phosphoprotein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3243	chr19	52793709	52793758	+	13	NA	exon (NM_001010851, exon 4 of 4)	exon (NM_001010851, exon 4 of 4)	-6689	NM_144684	147657	Hs.729317	NM_144684	ENSG00000198464	ZNF480	-	zinc finger protein 480	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1835	chr14	93673350	93673399	+	13	NA	5' UTR (NM_032490, exon 1 of 2)	promoter-TSS (NR_038150)	-27	NR_038150	55148	Hs.648806	NM_175748	ENSG00000012963	UBR7	C14orf130	ubiquitin protein ligase E3 component n-recognin 7 (putative)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2570	chr17	28749853	28749944	+	13	NA	exon (NM_001304, exon 5 of 21)	exon (NM_001304, exon 5 of 21)	42402	NM_001199775	1362	Hs.446079	NM_001304	ENSG00000108582	CPD	GP180	carboxypeptidase D	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_912	chr11	6601130	6601179	+	13	NA	Intergenic--9383	L1MA3|LINE|L1	23726	NM_015324	23378	Hs.652255	NM_015324		RRP8	KIAA0409|NML	ribosomal RNA processing 8, methyltransferase, homolog (yeast)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_99	chr1	21193704	21193753	+	13	NA	intron (NM_003760, intron 15 of 31)	intron (NM_003760, intron 15 of 31)	-80547	NM_016287	50809	Hs.142442	NM_016287	ENSG00000127483	HP1BP3	HP1-BP74|HP1BP74	heterochromatin protein 1, binding protein 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5227	chr7	28220132	28220215	+	13	NA	5' UTR (NM_175061, exon 1 of 5)	promoter-TSS (NR_034097)	97	NR_034097	100128081	Hs.434307	NR_034097		JAZF1-AS1	-	JAZF1 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1302	chr12	26664211	26664260	+	13	NA	intron (NM_002223, intron 37 of 56)	L2c|LINE|L2	315729	NM_005086	8082	Hs.183428	NM_005086	ENSG00000123096	SSPN	DAGA5|KRAG|NSPN|SPN1|SPN2	sarcospan	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3811	chr20	8488640	8488689	+	13	NA	intron (NM_182734, intron 3 of 32)	LTR72B|LTR|ERV1	375752	NM_182734	23236	Hs.431173	NM_015192	ENSG00000182621	PLCB1	EIEE12|PI-PLC|PLC-154|PLC-I|PLC154|PLCB1A|PLCB1B	phospholipase C, beta 1 (phosphoinositide-specific)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5067	chr6	127294887	127294936	+	13	NA	Intergenic--6073	Intergenic	-145137	NM_032784	84870	Hs.135254	NM_032784		RSPO3	CRISTIN1|PWTSR|THSD2	R-spondin 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3786	chr2	242306427	242306476	+	13	NA	intron (NM_001282983, intron 1 of 17)	intron (NM_001282983, intron 1 of 17)	10787	NM_014808	9855	Hs.726316	NM_014808	ENSG00000006607	FARP2	FIR|FRG|PLEKHC3	FERM, ARH/RhoGEF and pleckstrin domain protein 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4260	chr3	54291741	54291790	+	13	NA	intron (NM_018398, intron 2 of 37)	intron (NM_018398, intron 2 of 37)	135072	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium channel, voltage-dependent, alpha 2/delta subunit 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_167	chr1	37980296	37980345	+	13	NA	5' UTR (NM_001270876, exon 1 of 6)	promoter-TSS (NM_001270876)	100	NM_022756	64769	Hs.17118	NM_022756	ENSG00000163875	MEAF6	C1orf149|CENP-28|EAF6|NY-SAR-91	MYST/Esa1-associated factor 6	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_903	chr11	3845278	3845327	+	13	NA	exon (NM_001256240, exon 3 of 6)	exon (NM_001256240, exon 3 of 6)	15536	NM_001256239	27315	Hs.133968	NM_014489	ENSG00000148985	PGAP2	CWH43-N|FRAG1|HPMRS3|MRT17|MRT21	post-GPI attachment to proteins 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3573	chr2	159825286	159825335	+	13	NA	5' UTR (NM_001145909, exon 1 of 27)	CpG	164	NM_001145909	85461	Hs.61590	NM_033394	ENSG00000115183	TANC1	ROLSB|TANC	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3834	chr20	18123550	18123599	+	13	NA	3' UTR (NM_001164811, exon 2 of 2)	3' UTR (NM_001164811, exon 2 of 2)	706	NM_020536	57325	Hs.488051	NM_020536	ENSG00000149474	CSRP2BP	ATAC2|CRP2BP|KAT14|PRO1194|dJ717M23.1	CSRP2 binding protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5177	chr7	5552308	5552410	+	13	NA	intron (NM_024963, intron 1 of 4)	intron (NM_024963, intron 1 of 4)	1040	NM_024963	80028	Hs.623974	NM_024963		FBXL18	Fbl18	F-box and leucine-rich repeat protein 18	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4539	chr5	80537733	80537782	+	13	NA	intron (NR_034122, intron 3 of 3)	intron (NR_034122, intron 3 of 3)	8618	NM_001099736	1160	Hs.80691	NM_001825	ENSG00000131730	CKMT2	SMTCK	creatine kinase, mitochondrial 2 (sarcomeric)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2243	chr16	8953042	8953091	+	13	NA	exon (NM_014316, exon 2 of 4)	exon (NM_014316, exon 2 of 4)	2601	NM_001278262	23589	Hs.632184	NM_014316	ENSG00000153048	CARHSP1	CRHSP-24|CSDC1	calcium regulated heat stable protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4523	chr4	31049231	31049280	+	13	NA	intron (NM_001173523, intron 2 of 2)	intron (NM_001173523, intron 2 of 2)	-123511	NR_125935	102723778	Hs.210739	NR_125935	ENSG00000251182	LOC102723778	-	uncharacterized LOC102723778	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_262	chr1	89237208	89237257	+	13	NA	exon (NM_006256, exon 5 of 22)	exon (NM_006256, exon 5 of 22)	-86345	NR_110682	101927891	Hs.637231	NR_110682	ENSG00000237505	PKN2-AS1	-	PKN2 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2927	chr19	33991030	33991079	+	13	NA	intron (NM_001166057, intron 2 of 12)	intron (NM_001166057, intron 2 of 12)	21745	NM_001166056	5184	Hs.36473	NM_000285	ENSG00000124299	PEPD	PROLIDASE	peptidase D	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3273	chr2	128220347	128220396	+	13	NA	Intergenic--2346	L1MB7|LINE|L1	-39177	NR_039944	100616187		NR_039944	ENSG00000264075	MIR4783	-	microRNA 4783	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4748	chr6	655800	655849	+	13	NA	intron (NM_018303, intron 1 of 27)	TTS (NM_148959)	1140	NM_148959	135458	Hs.669039	NM_148959	ENSG00000188996	HUS1B	-	HUS1 checkpoint clamp component B	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3858	chr3	47823152	47823301	+	13	NA	exon (NM_003074, exon 1 of 28)	exon (NM_003074, exon 1 of 28)	179	NM_003074	6599	Hs.476179	NM_003074	ENSG00000173473	SMARCC1	BAF155|CRACC1|Rsc8|SRG3|SWI3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2107	chr15	66198312	66198361	+	13	NA	intron (NM_032445, intron 21 of 22)	intron (NM_032445, intron 21 of 22)	36539	NM_004663	8766	Hs.321541	NM_004663	ENSG00000103769	RAB11A	YL8	RAB11A, member RAS oncogene family	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4957	chr6	75823319	75823368	+	13	NA	exon (NM_004370, exon 50 of 66)	exon (NM_004370, exon 50 of 66)	92280	NM_004370	1303	Hs.101302	NM_004370	ENSG00000111799	COL12A1	BA209D8.1|COL12A1L|DJ234P15.1	collagen, type XII, alpha 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1232	chr11	105968785	105968834	+	13	NA	3' UTR (NM_015423, exon 6 of 6)	3' UTR (NM_015423, exon 6 of 6)	-20344	NM_198439	143879	Hs.101949	NM_152433	ENSG00000182359	KBTBD3	BKLHD3	kelch repeat and BTB (POZ) domain containing 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1627	chr13	88249296	88249345	+	13	NA	intron (NR_033829, intron 1 of 5)	AluY|SINE|Alu	21675	NR_039722	100616182		NR_039722	ENSG00000266052	MIR4500	-	microRNA 4500	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1413	chr12	32524168	32524217	+	13	NA	intron (NM_001003398, intron 8 of 8)	intron (NM_001003398, intron 8 of 8)	-114714	NM_001304481	121512	Hs.117835	NM_139241	ENSG00000139132	FGD4	CMT4H|FRABP|ZFYVE6	FYVE, RhoGEF and PH domain containing 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3304	chr2	142561112	142561161	+	13	NA	intron (NM_018557, intron 2 of 90)	intron (NM_018557, intron 2 of 90)	328134	NM_018557	53353	Hs.656461	NM_018557	ENSG00000168702	LRP1B	LRP-DIT|LRPDIT	LDL receptor related protein 1B	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3219	chr2	85548105	85548180	+	13	NA	3' UTR (NM_001206841, exon 4 of 4)	3' UTR (NM_001206841, exon 4 of 4)	7277	NM_001206844	10618	Hs.593382	NM_006464	ENSG00000152291	TGOLN2	TGN38|TGN46|TGN48|TGN51|TTGN2	trans-golgi network protein 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2344	chr16	48291285	48291334	+	13	NA	intron (NM_031490, intron 3 of 14)	Tigger13a|DNA|TcMar-Tigger	13231	NM_031490	83752	Hs.295923	NM_031490		LONP2	LONP|LONPL	lon peptidase 2, peroxisomal	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4690	chr4	184365822	184365879	+	13	NA	5' UTR (NM_017632, exon 1 of 3)	promoter-TSS (NM_017632)	61	NM_017632	55602	Hs.644077	NM_017632	ENSG00000168564	CDKN2AIP	CARF	CDKN2A interacting protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5282	chr6	37279254	37279303	+	13	NA	intron (NR_130108, intron 8 of 12)	AluJb|SINE|Alu	-42470	NM_003958	9025	Hs.485278	NM_003958	ENSG00000112130	RNF8	hRNF8	ring finger protein 8, E3 ubiquitin protein ligase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4920	chr5	115640113	115640162	+	13	NA	Intergenic--4945	MIRc|SINE|MIR	70130	NR_104675	101927190	Hs.639849	NR_104675		LOC101927190	-	uncharacterized LOC101927190	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6065	chrX	31258986	31259035	+	13	NA	intron (NM_004013, intron 20 of 35)	intron (NM_004013, intron 20 of 35)	26014	NM_004019	1756	Hs.495912	NM_000109	ENSG00000198947	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	dystrophin	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4875	chr5	76401195	76401244	+	13	NA	intron (NR_024398, intron 2 of 3)	MER47A|DNA|TcMar-Tigger	-18189	NM_032367	84327	Hs.584988	NM_032367		ZBED3	-	zinc finger, BED-type containing 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_593	chr1	224517789	224517838	+	13	NA	5' UTR (NM_206840, exon 1 of 22)	promoter-TSS (NM_206840)	78	NM_001243146	4931	Hs.497867	NM_002533	ENSG00000143748	NVL	-	nuclear VCP-like	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2363	chr17	3537232	3537281	+	13	NA	intron (NM_013276, intron 1 of 6)	SVA_D|Other|Other	2360	NM_013276	23729	Hs.579217	NM_013276	ENSG00000197417	SHPK	CARKL|SHK	sedoheptulokinase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_931	chr11	12951754	12951816	+	13	NA	exon (NM_021961, exon 12 of 13)	exon (NM_021961, exon 12 of 13)	59310	NR_038904	100506305	Hs.153408	NR_038904	ENSG00000251381	LINC00958	-	long intergenic non-protein coding RNA 958	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2642	chr17	41291833	41291882	+	13	NA	non-coding (NR_003108, exon 4 of 5)	non-coding (NR_003108, exon 4 of 5)	14257	NR_003108	10230	Hs.373818	NM_005821	ENSG00000198496	NBR2	NCRNA00192	neighbor of BRCA1 gene 2 (non-protein coding)	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_94	chr1	21091868	21091947	+	13	NA	exon (NM_016287, exon 8 of 13)	exon (NM_016287, exon 8 of 13)	21274	NM_016287	50809	Hs.142442	NM_016287	ENSG00000127483	HP1BP3	HP1-BP74|HP1BP74	heterochromatin protein 1, binding protein 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5724	chr7	114229464	114229513	+	13	NA	intron (NR_033766, intron 6 of 19)	intron (NR_033766, intron 6 of 19)	-63912	NR_037439	100500896		NR_037439	ENSG00000272230	MIR3666	-	microRNA 3666	ncRNA
