PeakID (cmd=annotatePeaks.pl 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5488	chr7	151038906	151038962	+	33	NA	intron (NM_001243351, intron 1 of 14)	promoter-TSS (NM_016118)	87	NM_001243351	51667	Hs.647082	NM_016118	ENSG00000013374	NUB1	BS4|NUB1L|NYREN18	negative regulator of ubiquitin-like proteins 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1497	chr12	121454241	121454290	+	33	NA	5' UTR (NM_001286192, exon 1 of 6)	promoter-TSS (NM_001286192)	40	NM_001286197	64897	Hs.528671	NM_022895	ENSG00000157895	C12orf43	-	chromosome 12 open reading frame 43	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3548	chr2	239832168	239832217	+	33	NA	3' UTR (NM_001271893, exon 2 of 2)	TTS (NM_001271893)	15773	NR_034162	401039	Hs.516791	NM_001001698	ENSG00000227744	FLJ43879	-	FLJ43879 protein	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4473	chr5	131826415	131826464	+	33	NA	5' UTR (NM_002198, exon 1 of 10)	promoter-TSS (NM_002198)	26	NM_002198	3659	Hs.436061	NM_002198	ENSG00000125347	IRF1	IRF-1|MAR	interferon regulatory factor 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3895	chr22	44553913	44553962	+	33	NA	exon (NM_001243386, exon 10 of 12)	exon (NM_001243386, exon 10 of 12)	-14899	NM_001137605	64098	Hs.658995	NM_022141	ENSG00000138964	PARVG	-	parvin, gamma	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4227	chr4	171010922	171010971	+	33	NA	5' UTR (NM_016228, exon 1 of 13)	5' UTR (NM_016228, exon 1 of 13)	237	NM_016228	51166	Hs.529735	NM_016228	ENSG00000109576	AADAT	KAT2|KATII	aminoadipate aminotransferase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3989	chr3	190040185	190040234	+	33	NA	5' UTR (NM_021101, exon 1 of 4)	promoter-TSS (NM_021101)	26	NM_021101	9076	Hs.439060	NM_021101	ENSG00000163347	CLDN1	CLD1|ILVASC|SEMP1	claudin 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3937	chr3	10068125	10068174	+	33	NA	5' UTR (NM_033084, exon 1 of 43)	promoter-TSS (NM_033084)	36	NM_033084	2177	Hs.208388	NM_033084	ENSG00000144554	FANCD2	FA-D2|FA4|FACD|FAD|FAD2|FANCD	Fanconi anemia complementation group D2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5163	chr7	100201783	100201832	+	33	NA	exon (NM_002593, exon 3 of 9)	promoter-TSS (NR_038910)	-146	NR_038910	100129845	Hs.714123	NR_038910	ENSG00000224729	PCOLCE-AS1	-	PCOLCE antisense RNA 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4983b	chr7	5567035	5567262	+	33	NA	3' UTR (NM_001101, exon 6 of 6)	3' UTR (NM_001101, exon 6 of 6)	3084	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin, beta	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3102	chr19	55286657	55286706	+	33	NA	exon (NM_014218, exon 4 of 8)	exon (NM_014218, exon 4 of 8)	-4165	NR_110737	101928804	Hs.742628	NR_110737		LOC101928804	-	uncharacterized LOC101928804	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5210	chr7	5862808	5862857	+	33	NA	non-coding (NR_023382, exon 1 of 7)	promoter-TSS (NR_023382)	41	NR_023382	401303	Hs.372707	NR_023382		ZNF815P	ZNF815	zinc finger protein 815, pseudogene	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3920	chr3	4698152	4698224	+	33	NA	intron (NM_001099952, intron 12 of 58)	intron (NM_001099952, intron 12 of 58)	95086	NR_004428	100126791	Hs.663059	NR_004428	ENSG00000235947	EGOT	EGO|NCRNA00190	eosinophil granule ontogeny transcript (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2882	chr19	39924297	39924350	+	33	NA	exon (NM_001020, exon 3 of 5)	exon (NM_001020, exon 3 of 5)	2295	NM_001020	6217	Hs.397609	NM_001020	ENSG00000105193	RPS16	S16	ribosomal protein S16	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_328	chr1	144520139	144520188	+	33	NA	intron (NM_001278267, intron 52 of 130)	CpG	92556	NR_003242	767846	Hs.657186	NR_003242	ENSG00000270392	PFN1P2	C1orf152|COAS3	profilin 1 pseudogene 2	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5341	chr8	48826491	48826555	+	33	NA	exon (NM_001081640, exon 24 of 85)	exon (NM_001081640, exon 24 of 85)	46220	NM_001081640	5591	Hs.491682	NM_006904	ENSG00000253729	PRKDC	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	protein kinase, DNA-activated, catalytic polypeptide	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4156	chr4	109762338	109762387	+	33	NA	intron (NM_001256074, intron 27 of 31)	intron (NM_001256074, intron 27 of 31)	-78127	NM_031279	64850	Hs.106576	NM_031279	ENSG00000164089	ETNPPL	AGXT2L1	ethanolamine-phosphate phospho-lyase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3514	chr2	219575606	219575655	+	33	NA	5' UTR (NM_014640, exon 1 of 20)	promoter-TSS (NM_014640)	62	NM_014640	9654	Hs.471405	NM_014640	ENSG00000135912	TTLL4	-	tubulin tyrosine ligase-like family member 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2639	chr18	20947636	20947685	+	33	NA	intron (NM_032933, intron 10 of 14)	intron (NM_032933, intron 10 of 14)	70265	NM_032933	85019	Hs.137562	NM_032933	ENSG00000134490	TMEM241	C18orf45|hVVT	transmembrane protein 241	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1199	chr11	105892893	105892942	+	33	NA	5' UTR (NM_032424, exon 1 of 3)	promoter-TSS (NM_032424)	37	NM_032424	84437	Hs.266782	NM_032424	ENSG00000170903	MSANTD4	KIAA1826	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5115	chr7	77167952	77168001	+	33	NA	intron (NM_001131009, intron 1 of 16)	intron (NM_001131009, intron 1 of 16)	624	NM_001131008	5782	Hs.61812	NM_002835	ENSG00000127947	PTPN12	PTP-PEST|PTPG1	protein tyrosine phosphatase, non-receptor type 12	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5495	chr8	128240889	128240940	+	33	NA	Intergenic--7702	Intergenic	-9401	NR_108049	100507056	Hs.343864	NR_108049		CCAT1	CARLo-5|onco-lncRNA-40	colon cancer associated transcript 1 (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5053	chr7	40174171	40174220	+	33	NA	5' UTR (NM_138701, exon 1 of 2)	promoter-TSS (NM_001193312)	56	NM_138701	136647	Hs.654989	NM_138701		MPLKIP	ABHS|C7orf11|ORF20|TTD4	M-phase specific PLK1 interacting protein	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6050	chrX	37540547	37540596	+	33	NA	Intergenic--16858	MER33|DNA|hAT-Charlie	-4562	NM_021083	7504	Hs.78919	NM_021083	ENSG00000047597	XK	KX|MCLDS|NA|NAC|X1k|XKR1	X-linked Kx blood group	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2332	chr17	8508135	8508184	+	33	NA	exon (NM_001256095, exon 3 of 42)	exon (NM_001256095, exon 3 of 42)	25920	NM_001256012	4628	Hs.16355	NM_005964	ENSG00000133026	MYH10	NMMHC-IIB|NMMHCB	myosin, heavy chain 10, non-muscle	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1725	chr14	50641716	50641765	+	33	NA	intron (NM_006939, intron 7 of 22)	Charlie2a|DNA|hAT-Charlie	56359	NM_006939	6655	Hs.291533	NM_006939	ENSG00000100485	SOS2	-	SOS Ras/Rho guanine nucleotide exchange factor 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1729	chr14	53162371	53162420	+	33	NA	5' UTR (NM_014584, exon 1 of 16)	5' UTR (NM_014584, exon 1 of 16)	254	NM_014584	30001	Hs.525339	NM_014584	ENSG00000197930	ERO1A	ERO1-L|ERO1-L-alpha|ERO1-alpha|ERO1L|ERO1LA|Ero1alpha	endoplasmic reticulum oxidoreductase alpha	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_149	chr1	40690314	40690363	+	33	NA	intron (NM_012421, intron 6 of 7)	intron (NM_012421, intron 6 of 7)	-23235	NM_001008740	127391	Hs.406265	NM_001008740	ENSG00000188800	TMCO2	dJ39G22.2	transmembrane and coiled-coil domains 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1995	chr15	58009631	58009680	+	33	NA	non-coding (NR_104369, exon 13 of 13)	TTS (NM_001018102)	10936	NM_015532	81488	Hs.437256	NM_015532	ENSG00000255529	POLR2M	GCOM1|GRINL1A|Gdown|Gdown1	polymerase (RNA) II (DNA directed) polypeptide M	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2735	chr18	18983873	18983922	+	33	NA	exon (NM_001142966, exon 7 of 33)	exon (NM_001142966, exon 7 of 33)	161694	NM_001142966	80000	Hs.149020	NM_024935	ENSG00000141449	GREB1L	C18orf6|KIAA1772	growth regulation by estrogen in breast cancer-like	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4394	chr5	74807370	74807419	+	33	NA	5' UTR (NM_005713, exon 1 of 18)	promoter-TSS (NM_005713)	60	NM_031361	10087	Hs.270437	NM_005713	ENSG00000113163	COL4A3BP	CERT|CERTL|GPBP|MRD34|STARD11	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3593	chr22	22312890	22312939	+	33	NA	exon (NM_003935, exon 17 of 18)	exon (NM_003935, exon 17 of 18)	-5664	NM_014634	9647	Hs.112728	NM_014634	ENSG00000100034	PPM1F	CAMKP|CaMKPase|FEM-2|POPX2|hFEM-2	protein phosphatase, Mg2+/Mn2+ dependent, 1F	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5841	chrX	15872855	15872936	+	33	NA	5' UTR (NM_001272071, exon 1 of 6)	5' UTR (NM_001272071, exon 1 of 6)	242	NM_001272071	8905	Hs.121592	NM_003916	ENSG00000182287	AP1S2	DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B	adaptor-related protein complex 1 sigma 2 subunit	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3134	chr2	85548033	85548226	+	33	NA	3' UTR (NM_001206841, exon 4 of 4)	3' UTR (NM_001206841, exon 4 of 4)	7290	NM_001206840	10618	Hs.593382	NM_006464	ENSG00000152291	TGOLN2	TGN38|TGN46|TGN48|TGN51|TTGN2	trans-golgi network protein 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4650	chr5	115482845	115482894	+	33	NA	intron (NM_016144, intron 5 of 6)	intron (NM_016144, intron 5 of 6)	61710	NM_001308080	51397	Hs.483136	NM_016144	ENSG00000145781	COMMD10	PTD002	COMM domain containing 10	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1145	chr11	73693803	73693852	+	33	NA	5' UTR (NM_003355, exon 1 of 8)	promoter-TSS (NM_003355)	62	NM_003355	7351	Hs.80658	NM_003355		UCP2	BMIQ4|SLC25A8|UCPH	uncoupling protein 2 (mitochondrial, proton carrier)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4119	chr3	133525515	133525564	+	33	NA	exon (NM_021203, exon 3 of 8)	exon (NM_021203, exon 3 of 8)	22662	NM_021203	58477	Hs.12152	NM_021203	ENSG00000144867	SRPRB	APMCF1	signal recognition particle receptor, B subunit	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1981	chr15	45879577	45879626	+	33	NA	5' UTR (NM_012388, exon 1 of 5)	promoter-TSS (NM_001311256)	-157	NM_001311256	26258	Hs.7037	NM_012388	ENSG00000104164	BLOC1S6	BLOS6|HPS9|PA|PALLID|PLDN	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4004	chr3	195791182	195791237	+	33	NA	exon (NM_001128148, exon 11 of 19)	exon (NM_001128148, exon 11 of 19)	17752	NM_003234	7037	Hs.529618	NM_003234	ENSG00000072274	TFRC	CD71|T9|TFR|TFR1|TR|TRFR|p90	transferrin receptor	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_73a	chr1	24019117	24019246	+	33	NA	exon (NM_001199802, exon 2 of 6)	exon (NM_001199802, exon 2 of 6)	912	NM_001199802	6135	Hs.719951	NM_000975	ENSG00000142676	RPL11	DBA7|GIG34|L11	ribosomal protein L11	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3395	chr2	168397684	168397733	+	33	NA	Intergenic--2475	Intergenic	-277474	NM_020981	8708	Hs.735833	NM_020981		B3GALT1	beta3Gal-T1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4209	chr4	152617924	152617973	+	33	NA	intron (NM_004564, intron 9 of 12)	intron (NM_004564, intron 9 of 12)	64227	NM_004564	5188	Hs.119316	NM_004564	ENSG00000059691	GATB	HSPC199|PET112|PET112L	glutamyl-tRNA(Gln) amidotransferase, subunit B	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3519	chr21	19191621	19191670	+	33	NA	5' UTR (NM_017447, exon 1 of 5)	promoter-TSS (NM_017447)	58	NM_001100421	54149	Hs.293811	NM_017447	ENSG00000154642	C21orf91	C21orf14|C21orf38|CSSG1|EURL|YG81	chromosome 21 open reading frame 91	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1567	chr12	124457788	124457837	+	33	NA	5' UTR (NM_001204299, exon 1 of 5)	promoter-TSS (NM_001304957)	50	NM_001204298	144348	Hs.524828	NM_152437	ENSG00000179195	ZNF664	ZFOC1|ZNF176	zinc finger protein 664	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4378	chr5	59880205	59880254	+	33	NA	Intergenic--4744	Intergenic	-96304	NM_001165899	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D, cAMP-specific	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5443	chr8	105510188	105510260	+	33	NA	exon (NM_001135703, exon 4 of 6)	exon (NM_001135703, exon 4 of 6)	-30947	NM_001385	1807	Hs.443161	NM_001385	ENSG00000147647	DPYS	DHP|DHPase	dihydropyrimidinase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3852	chr3	101295784	101295833	+	33	NA	intron (NM_020357, intron 1 of 4)	intron (NM_020357, intron 1 of 4)	2766	NM_020357	57092	Hs.744968	NM_020357	ENSG00000081154	PCNP	-	PEST proteolytic signal containing nuclear protein	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5461	chr7	135333417	135333466	+	33	NA	3' UTR (NM_015135, exon 43 of 43)	TTS (NM_015135)	-13780	NM_001130929	647087	Hs.200022	NM_001130929	ENSG00000243317	C7orf73	PL-5283	chromosome 7 open reading frame 73	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5059	chr6	88182712	88182761	+	33	NA	5' UTR (NM_006416, exon 1 of 8)	promoter-TSS (NM_006416)	93	NM_006416	10559	Hs.423163	NM_006416	ENSG00000164414	SLC35A1	CDG2F|CMPST|CST|hCST	solute carrier family 35 (CMP-sialic acid transporter), member A1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5939	chr9	134354712	134354761	+	33	NA	exon (NM_013318, exon 18 of 31)	exon (NM_013318, exon 18 of 31)	-6316	NR_002914	26786		NR_002914	ENSG00000235284	SNORD62A	RNU62|U62|U62A	small nucleolar RNA, C/D box 62A	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1104	chr11	65684296	65684345	+	33	NA	3' UTR (NM_001135635, exon 2 of 2)	TTS (NM_001135635)	2211	NM_001135635	83638	Hs.433573	NM_031450	ENSG00000175573	C11orf68	BLES03|P5326	chromosome 11 open reading frame 68	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5036	chr6	62284124	62284194	+	33	NA	5' UTR (NM_001190706, exon 1 of 1)	5' UTR (NM_001190706, exon 1 of 1)	151	NM_001190706	100463487		NM_001190706		MTRNR2L9	HN9	MT-RNR2-like 9	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5377	chr7	101879318	101879367	+	33	NA	intron (NM_181552, intron 22 of 23)	MIRb|SINE|MIR	-49011	NM_020979	10603	Hs.489448	NM_020979	ENSG00000160999	SH2B2	APS	SH2B adaptor protein 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5406	chr8	92082207	92082281	+	33	NA	non-coding (NR_110439, exon 1 of 2)	promoter-TSS (NM_016023)	173	NR_110438	100506365	Hs.153412	NR_110438	ENSG00000253738	OTUD6B-AS1	GS1-251I9.4	OTUD6B antisense RNA 1 (head to head)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4580	chr5	180648985	180649034	+	33	NA	Intergenic	TTS (NR_039781)	624	NR_039781	100616342		NR_039781	ENSG00000264732	MIR4638	mir-4638	microRNA 4638	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1967	chr15	44647555	44647604	+	33	NA	intron (NM_138423, intron 6 of 9)	intron (NM_138423, intron 6 of 9)	66670	NM_138423	113201	Hs.512867	NM_138423	ENSG00000166734	CASC4	H63	cancer susceptibility candidate 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1258	chr12	6982400	6982467	+	33	NA	5' UTR (NM_001146316, exon 1 of 3)	promoter-TSS (NM_001146316)	16	NM_001146316	84727	Hs.479856	NM_032641	ENSG00000111671	SPSB2	GRCC9|SSB2	splA/ryanodine receptor domain and SOCS box containing 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4181	chr4	128886199	128886248	+	33	NA	intron (NM_152778, intron 2 of 12)	promoter-TSS (NM_001039717)	-238	NM_001039717	80167	Hs.445817	NM_025097	ENSG00000164074	ABHD18	C4orf29	abhydrolase domain containing 18	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_805	chr10	121410938	121410990	+	33	NA	5' UTR (NM_004281, exon 1 of 4)	promoter-TSS (NM_004281)	82	NM_004281	9531	Hs.523309	NM_004281	ENSG00000151929	BAG3	BAG-3|BIS|CAIR-1|MFM6	BCL2-associated athanogene 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2433	chr17	27011918	27011969	+	33	NA	exon (NM_003170, exon 19 of 37)	exon (NM_003170, exon 19 of 37)	22641	NM_003170	6830	Hs.250429	NM_003170	ENSG00000109111	SUPT6H	SPT6|SPT6H|emb-5	SPT6 homolog, histone chaperone	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_884	chr11	17298295	17298390	+	33	NA	5' UTR (NM_005013, exon 1 of 14)	promoter-TSS (NM_005013)	56	NM_005013	4925	Hs.654599	NM_005013	ENSG00000070081	NUCB2	HEL-S-109|NEFA	nucleobindin 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_938	chr11	12029918	12029967	+	33	NA	exon (NM_013253, exon 2 of 8)	exon (NM_013253, exon 2 of 8)	244	NM_001018057	27122	Hs.292156	NM_013253	ENSG00000050165	DKK3	REIC|RIG	dickkopf WNT signaling pathway inhibitor 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1234	chr12	7311083	7311132	+	33	NA	3' UTR (NM_014718, exon 18 of 18)	3' UTR (NM_014718, exon 18 of 18)	28140	NM_014718	9746	Hs.535378	NM_014718	ENSG00000139182	CLSTN3	CDHR14|CSTN3|alcbeta	calsyntenin 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1240	chr12	12601481	12601530	+	33	NA	intron (NM_001300742, intron 3 of 3)	AluSq4|SINE|Alu	91492	NM_001300742	118426	Hs.720779	NM_058169	ENSG00000165714	BORCS5	LOH12CR1|LOH1CR12	BLOC-1 related complex subunit 5	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4747	chr6	43027085	43027134	+	33	NA	5' UTR (NM_001300848, exon 1 of 6)	promoter-TSS (NM_138343)	174	NM_015950	51069	Hs.55041	NM_015950	ENSG00000112651	MRPL2	CGI-22|MRP-L14|RPML14	mitochondrial ribosomal protein L2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5549	chr8	146176188	146176258	+	33	NA	5' UTR (NM_006958, exon 1 of 3)	promoter-TSS (NM_006958)	51	NM_001029976	7564	Hs.493225	NM_006958	ENSG00000170631	ZNF16	HZF1|KOX9	zinc finger protein 16	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_154	chr1	40997321	40997395	+	33	NA	5' UTR (NM_152373, exon 1 of 5)	5' UTR (NM_152373, exon 1 of 5)	125	NM_152373	127396	Hs.524767	NM_152373	ENSG00000117010	ZNF684	-	zinc finger protein 684	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3831	chr3	65812860	65812909	+	33	NA	intron (NM_015520, intron 1 of 24)	intron (NM_015520, intron 1 of 24)	-66607	NR_046575	100873983	Hs.663889	NR_046575	ENSG00000240175	MAGI1-AS1	-	MAGI1 antisense RNA 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4400	chr5	77411928	77411977	+	33	NA	exon (NM_003664, exon 18 of 27)	exon (NM_003664, exon 18 of 27)	157881	NR_105013	101929154	Hs.252895	NR_105012		LOC101929154	-	uncharacterized LOC101929154	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2151	chr16	14396113	14396176	+	33	NA	Intergenic	promoter-TSS (NR_132984)	-1	NR_132983	100129781	Hs.190748	NR_132983		MIR193BHG	-	MIR193B host gene	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5928	chrX	85302506	85302555	+	33	NA	5' UTR (NM_000390, exon 1 of 15)	promoter-TSS (NM_000390)	36	NM_000390	1121	Hs.496449	NM_000390	ENSG00000188419	CHM	DXS540|GGTA|HSD-32|REP-1|TCD	choroideremia (Rab escort protein 1)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3025	chr19	44529506	44529555	+	33	NA	5' UTR (NM_001129996, exon 1 of 4)	promoter-TSS (NM_001129996)	36	NM_013360	7673	Hs.279840	NM_013360	ENSG00000159885	ZNF222	-	zinc finger protein 222	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_161	chr1	38423809	38423885	+	33	NA	3' UTR (NM_006802, exon 17 of 17)	3' UTR (NM_006802, exon 17 of 17)	-11118	NM_005540	3633	Hs.449942	NM_005540	ENSG00000204084	INPP5B	5PTase	inositol polyphosphate-5-phosphatase B	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5507	chr8	135725234	135725283	+	33	NA	5' UTR (NM_001289394, exon 1 of 17)	promoter-TSS (NM_001289394)	34	NM_020863	57623	Hs.446172	NM_020863	ENSG00000066827	ZFAT	AITD3|ZFAT1|ZNF406	zinc finger and AT hook domain containing	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5150	chr7	97501671	97501747	+	33	NA	5' UTR (NM_001673, exon 1 of 13)	promoter-TSS (NM_133436)	145	NM_183356	440	Hs.489207	NM_001673	ENSG00000070669	ASNS	ASNSD|TS11	asparagine synthetase (glutamine-hydrolyzing)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_713	chr10	46057643	46057692	+	33	NA	intron (NM_145021, intron 1 of 6)	L1MEg|LINE|L1	-26825	NM_001282866	220972	Hs.499489	NM_145021	ENSG00000165406	MARCH8	CMIR|MARCH-VIII|MIR|RNF178|c-MIR	membrane associated ring finger 8	protein-coding
